"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F(((G(a)) & (F(G(!(b))))) | ((G(F(b))) & (F(!(a)))))","ltl3tela_alt","ok",0,0.00531548,2,6,10,5,2,1,1,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" Acceptance: 5 (Fin(3)|Fin(4)) & Fin(0) & Fin(3) & (Fin(1) | Inf(2)) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [!0] 0 {0} [0&1] 0 {2 3} [0&!1] 0 {4} [!0] 1 State: 1 [!1] 1 {1} [1] 1 {2} --END--"
"F(((G(a)) & (F(G(!(b))))) | ((G(F(b))) & (F(!(a)))))","ltl3tela","ok",0,0.0169695,2,6,8,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&!1] 0 [0&1] 0 {1} [!0] 1 State: 1 [0&!1] 1 [1] 1 {0} [!0&!1] 1 {1} --END--"
"F(((G(a)) & (F(G(!(b))))) | ((G(F(b))) & (F(!(a)))))","ltl2tgba","ok",0,0.00643695,2,6,8,2,2,0,0,1,"HOA: v1 name: ""(GFb & F!a) | FG(a & !b)"" States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&!1] 0 [0&1] 0 {1} [!0] 1 State: 1 [0&!1] 1 [1] 1 {0} [!0&!1] 1 {1} --END--"
"G(F(a))","ltl3ba","ok",0,0.00796244,1,2,2,1,1,0,0,1,"HOA: v1 name: ""TGBA for [](<>(a))"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 ""GF(a)"" [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl3tela_alt","ok",0,0.00597563,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl3tela","ok",0,0.00536413,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl2tgba","ok",0,0.00496271,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"F(G((a) & (F(b))))","ltl3ba","ok",0,0.00803605,2,5,8,2,2,1,1,0,"HOA: v1 name: ""TGBA for <>([]((a) && (<>(b))))"" States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""FG((a) && F(b))"" [0&!1] 1 {1} [0&1] 1 {0 1} [t] 0 {0} State: 1 ""G((a) && F(b))"" [0&!1] 1 {1} [0&1] 1 {0 1} --END--"
"F(G((a) & (F(b))))","ltl3tela_alt","ok",0,0.00507698,1,4,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [!0&!1] 0 {0} [0&1] 0 {1} [!0&1] 0 {0 1} --END--"
"F(G((a) & (F(b))))","ltl3tela","ok",0,0.0122194,1,3,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0&!1] 0 [0&1] 0 {0} [!0] 0 {1} --END--"
