"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"(a) | (G((F(b)) & (F(c))))","ltl3tela_alt","ok",0,0.00565434,3,7,27,4,3,1,1,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" Acceptance: 4 (Fin(1) | Inf(3)) & (Fin(0) | Inf(2)) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [!0 | 1 | 2] 1 [0] 2 State: 1 [!1&!2] 1 {0 1} [1&!2] 1 {1 2} [!1&2] 1 {0 3} [1&2] 1 {2 3} State: 2 [t] 2 --END--"
"(a) | (G((F(b)) & (F(c))))","ltl3tela","ok",0,0.010474,3,7,24,2,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [t] 1 {0 1} State: 2 [!1&!2] 2 [!1&2] 2 {1} [1&!2] 2 {0} [1&2] 2 {0 1} --END--"
"(a) | (G((F(b)) & (F(c))))","ltl2tgba","ok",0,0.00499215,3,7,24,2,3,0,0,1,"HOA: v1 name: ""a | G(Fb & Fc)"" States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [t] 1 {0 1} State: 2 [!1&!2] 2 [!1&2] 2 {1} [1&!2] 2 {0} [1&2] 2 {0 1} --END--"
"G(F(a))","ltl3ba","ok",0,0.00876069,1,2,2,1,1,0,0,1,"HOA: v1 name: ""TGBA for [](<>(a))"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 ""GF(a)"" [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl3tela_alt","ok",0,0.00464782,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl3tela","ok",0,0.00403101,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl2tgba","ok",0,0.00468004,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl3ba","ok",0,0.00753271,3,6,11,1,3,1,1,0,"HOA: v1 name: ""TGBA for <>((((!(a)) && (b)) || ((a) && (!(b)))) V (!(a)))"" States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(((!((a)) && (b)) || ((a) && !((b)))) R !((a)))"" [!0&1] 2 {0} [!0&!1] 1 {0} [0 | !1] 0 State: 1 ""(((!((a)) && (b)) || ((a) && !((b)))) R !((a)))"" [!0&1] 2 {0} [!0&!1] 1 {0} State: 2 ""t"" [t] 2 {0} --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl3tela_alt","ok",0,0.00486874,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0] 0 {0} [!0&1] 1 State: 1 [t] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl3tela","ok",0,0.00581111,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0] 0 {0} [!0&1] 1 State: 1 [t] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl2tgba","ok",0,0.00473886,3,6,11,1,3,1,1,0,"HOA: v1 name: ""F(((!a & b) | (a & !b)) R !a)"" States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc stutter-invariant very-weak --BODY-- State: 0 [0 | !1] 0 [!0&1] 1 [!0&!1] 2 State: 1 {0} [t] 1 State: 2 {0} [!0&1] 1 [!0&!1] 2 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl3ba","ok",0,0.00780876,4,7,27,1,4,2,1,0,"HOA: v1 name: ""TGBA for <>((a) || (b) || (([](a)) V (c)))"" States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(((a) || (b)) || (G(a) R (c)))"" [0 | 1] 3 {0} [!0&!1&2] 1 {0} [!0&!1] 0 State: 1 ""(G(a) R (c))"" [0&2] 2 {0} [2] 1 {0} State: 2 ""G(a)"" [0] 2 {0} State: 3 ""t"" [t] 3 {0} --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl3tela_alt","ok",0,0.00509077,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl3tela","ok",0,0.00743012,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl2tgba","ok",0,0.00603677,4,7,27,1,4,2,1,0,"HOA: v1 name: ""F(a | b | (Ga R c))"" States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc stutter-invariant very-weak --BODY-- State: 0 [!0&!1] 0 [0 | 1] 1 [!0&!1&2] 2 State: 1 {0} [t] 1 State: 2 {0} [2] 2 [0&2] 3 State: 3 {0} [0] 3 --END--"
"(a) | (G(b)) | ((F(G(c))) R (!(c)))","ltl3ba","ok",0,0.00739234,6,10,42,1,6,2,1,0,"HOA: v1 name: ""TGBA for (a) || ([](b)) || ((<>([](c))) V (!(c)))"" States: 6 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""(((a) || G(b)) || (G!((c)) || (FG(c) && !((c)))))"" [0] 5 {0} [!0&1] 4 {0} [!0&!2] 3 {0} [!0&!2] 1 State: 1 ""FG(c)"" [2] 2 {0} [t] 1 State: 2 ""G(c)"" [2] 2 {0} State: 3 ""G!((c))"" [!2] 3 {0} State: 4 ""G(b)"" [1] 4 {0} State: 5 ""t"" [t] 5 {0} --END--"
"(a) | (G(b)) | ((F(G(c))) R (!(c)))","ltl3tela_alt","ok",0,0.00549947,5,10,38,1,5,2,1,0,"HOA: v1 States: 5 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&1] 1 [!0&!2] 2 [!0&!2] 3 [0] 4 State: 1 [1] 1 State: 2 [2] 2 [!2] 2 {0} State: 3 [!2] 2 [!2] 3 State: 4 [t] 4 --END--"
"(a) | (G(b)) | ((F(G(c))) R (!(c)))","ltl3tela","ok",0,0.0112024,5,10,38,1,5,2,1,0,"HOA: v1 States: 5 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [0] 1 [!0&1] 2 [!0&!2] 3 [!0&!2] 4 State: 1 [t] 1 State: 2 [1] 2 State: 3 [2] 3 [!2] 3 {0} State: 4 [!2] 3 [!2] 4 --END--"
"(a) | (G(b)) | ((F(G(c))) R (!(c)))","ltl2tgba","ok",0,0.00669574,6,11,46,1,6,3,1,0,"HOA: v1 name: ""a | Gb | (FGc R !c)"" States: 6 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc stutter-invariant very-weak --BODY-- State: 0 [0] 1 [!0&1] 2 [!0&!2] 3 [!0&!2] 4 State: 1 {0} [t] 1 State: 2 {0} [1] 2 State: 3 [t] 3 [2] 5 State: 4 {0} [!2] 3 [!2] 4 State: 5 {0} [2] 5 --END--"
"F((a) | (G(b)) | ((!(a)) & (F(c))))","ltl3ba","ok",0,0.00749988,4,8,31,2,4,1,1,0,"HOA: v1 name: ""TGBA for <>((a) || ([](b)) || ((!(a)) && (<>(c))))"" States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(((a) || G(b)) || (!((a)) && F(c)))"" [0 | 2] 3 {0 1} [!0&1&!2] 2 {0 1} [!0&!2] 1 {1} [!0&!2] 0 {0} State: 1 ""F(c)"" [2] 3 {0 1} [!2] 1 {1} State: 2 ""G(b)"" [1] 2 {0 1} State: 3 ""t"" [t] 3 {0 1} --END--"
"F((a) | (G(b)) | ((!(a)) & (F(c))))","ltl3tela_alt","ok",0,0.0050449,3,7,25,2,3,1,1,1,"HOA: v1 States: 3 Start: 0 AP: 3 ""a"" ""b"" ""c"" Acceptance: 2 Fin(0) & Fin(1) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [!0&1&!2] 0 [!0&!1&!2] 0 {0} [!0&!1&!2] 1 [0 | 2] 2 State: 1 [!2] 1 {1} [2] 2 State: 2 [t] 2 --END--"
"F((a) | (G(b)) | ((!(a)) & (F(c))))","ltl3tela","ok",0,0.00906749,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 0 {0} [!0&1&!2] 0 [0 | 2] 1 State: 1 [t] 1 --END--"
"F((a) | (G(b)) | ((!(a)) & (F(c))))","ltl2tgba","ok",0,0.0050963,2,4,16,1,2,0,0,1,"HOA: v1 name: ""F(a | (!a & Fc)) | FGb"" States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&1&!2] 0 [!0&!1&!2] 0 {0} [0 | 2] 1 State: 1 [t] 1 --END--"
"F((!(a)) | (G(a)))","ltl3ba","ok",0,0.00796876,3,5,6,1,3,1,1,0,"HOA: v1 name: ""TGBA for <>((!(a)) || ([](a)))"" States: 3 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 ""F(!((a)) || G(a))"" [!0] 2 {0} [0] 1 {0} [0] 0 State: 1 ""G(a)"" [0] 1 {0} State: 2 ""t"" [t] 2 {0} --END--"
