"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"G(F(a))","ltl3tela_d","ok",0,0.00988942,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","ltl2tgba_d","ok",0,0.00966453,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFa"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","delag","ok",0,0.361873,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(a))","rabinizer4","ok",0,0.538684,1,2,2,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {1} --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl3tela_alt","ok",0,0.00489014,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0] 0 {0} [!0&1] 1 State: 1 [t] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl3tela_d","ok",0,0.00500493,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0] 0 {0} [!0&1] 1 State: 1 [t] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","ltl2tgba_d","ok",0,0.00464648,2,4,8,1,2,0,0,1,"HOA: v1 name: ""F(((!a & b) | (a & !b)) R !a)"" States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1] 0 [0] 0 {0} [!0&1] 1 State: 1 [t] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","delag","ok",0,0.464926,2,8,8,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: generalized-co-Buchi 2 Acceptance: 2 Fin(0)|Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 {1} [0&!1] 0 {0 1} [!0&1] 1 [0&1] 0 {0 1} State: 1 [!0&!1] 1 [0&!1] 1 [!0&1] 1 [0&1] 1 --END--"
"F((((!(a)) & (b)) | ((a) & (!(b)))) R (!(a)))","rabinizer4","ok",0,0.705231,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 {0} [!0&1] 1 [!0&!1] 0 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl3tela_alt","ok",0,0.021368,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl3tela_d","ok",0,0.0269268,2,4,16,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","ltl2tgba_d","ok",0,0.0190452,2,4,16,1,2,0,0,1,"HOA: v1 name: ""F(a | b | (Ga R c))"" States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1&2] 0 [!0&!1&!2] 0 {0} [0 | 1] 1 State: 1 [t] 1 --END--"
"F((a) | (b) | ((G(a)) R (c)))","delag","ok",0,0.645621,2,16,16,3,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: generalized-co-Buchi 3 Acceptance: 3 Fin(0)|Fin(1)|Fin(2) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2] 0 {0 1 2} [0&!1&!2] 1 {0} [!0&1&!2] 1 {0} [0&1&!2] 1 {0} [!0&!1&2] 0 {0 2} [0&!1&2] 1 [!0&1&2] 1 {0} [0&1&2] 1 State: 1 [!0&!1&!2] 1 {0} [0&!1&!2] 1 {0} [!0&1&!2] 1 {0} [0&1&!2] 1 {0} [!0&!1&2] 1 {0} [0&!1&2] 1 {0} [!0&1&2] 1 {0} [0&1&2] 1 {0} --END--"
