"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut"
"(X(!(a))) M ((a) & (G(b)) & ((c) U ((b) R (d))))","rabinizer4","ok",0,0.732375,5,12,30,1,4,0,0,0
"(a) | (X((a) | (X((a) M (b)))))","ltl2tgba-DG","ok",0,0.00674748,4,7,14,1,4,0,0,0
"(a) | (X((a) | (X((a) M (b)))))","ltl3tela-D1","ok",0,0.00668956,4,7,14,1,4,0,0,0
"(a) | (X((a) | (X((a) M (b)))))","delag","ok",0,0.604725,4,7,14,1,4,0,0,0
"(a) | (X((a) | (X((a) M (b)))))","rabinizer4","ok",0,0.622106,4,7,14,1,4,0,0,0
"((a) & ((b) | (G(!(c))))) | ((!(a)) & (!(b)) & (F(c)))","ltl2tgba-DG","ok",0,0.00745875,4,7,25,1,4,0,0,0
"((a) & ((b) | (G(!(c))))) | ((!(a)) & (!(b)) & (F(c)))","ltl3tela-D1","ok",0,0.0109007,4,7,25,1,4,0,0,0
"((a) & ((b) | (G(!(c))))) | ((!(a)) & (!(b)) & (F(c)))","delag","ok",0,0.601775,4,7,25,1,4,0,0,0
"((a) & ((b) | (G(!(c))))) | ((!(a)) & (!(b)) & (F(c)))","rabinizer4","ok",0,0.602181,4,7,25,1,4,0,0,0
"((!(a)) & (X(!(b)))) | ((a) & (X(b))) | (((c) | ((!(a)) R (d))) R ((!(a)) U (c)))","ltl2tgba-DG","ok",0,0.00810649,5,9,33,1,5,0,0,0
"((!(a)) & (X(!(b)))) | ((a) & (X(b))) | (((c) | ((!(a)) R (d))) R ((!(a)) U (c)))","ltl3tela-D1","ok",0,0.0123188,5,9,33,1,5,0,0,0
"((!(a)) & (X(!(b)))) | ((a) & (X(b))) | (((c) | ((!(a)) R (d))) R ((!(a)) U (c)))","delag","ok",0,0.907522,5,9,33,1,5,0,0,0
"((!(a)) & (X(!(b)))) | ((a) & (X(b))) | (((c) | ((!(a)) R (d))) R ((!(a)) U (c)))","rabinizer4","ok",0,0.811284,5,9,33,1,5,0,0,0
"((F(b)) | (((a) | (X(b))) & (F(a)))) R (F(c))","ltl2tgba-DG","ok",0,0.00905071,5,13,40,2,5,0,0,1
"((F(b)) | (((a) | (X(b))) & (F(a)))) R (F(c))","ltl3tela-D1","ok",0,0.0246369,5,13,40,1,5,0,0,1
"((F(b)) | (((a) | (X(b))) & (F(a)))) R (F(c))","delag","ok",0,0.850191,5,13,40,1,5,0,0,1
"((F(b)) | (((a) | (X(b))) & (F(a)))) R (F(c))","rabinizer4","ok",0,0.799276,5,13,40,1,5,0,0,1
"(a) | (G((F(G(a))) U (((b) | (G(c))) R (c))))","ltl2tgba-DG","ok",0,0.0105852,9,29,72,4,5,0,0,1
"(a) | (G((F(G(a))) U (((b) | (G(c))) R (c))))","ltl3tela-D1","ok",0,0.0332465,5,15,40,3,4,0,0,1
"(a) | (G((F(G(a))) U (((b) | (G(c))) R (c))))","delag","ok",0,0.624273,4,13,32,4,4,0,0,1
