"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut"
"(a) R (X(b))","ltl3tela","ok",0,0.0056695,4,6,12,0,4,0,0,0
"(a) | (((b) M (F(c))) R (d))","ltl3ba","ok",0,0.0100104,5,14,84,2,5,3,1,0
"(a) | (((b) M (F(c))) R (d))","ltl2tgba-G","ok",0,0.00882367,5,14,77,1,5,2,1,0
"(a) | (((b) M (F(c))) R (d))","ltl2tgba","ok",0,0.00874403,5,14,77,1,5,2,1,0
"(a) | (((b) M (F(c))) R (d))","ltl3tela","ok",0,0.0169285,5,14,77,1,5,2,1,0
"((X(a)) & ((F((!(a)) | (!(b)))) R (((a) & (X(F(c)))) | ((!(a)) & (X(G(!(c)))))))) | ((X(!(a))) & ((G((a) & (b))) U (((a) & (X(G(!(c))))) | ((!(a)) & (X(F(c)))))))","ltl3ba","ok",0,0.0114056,13,39,84,3,13,3,1,0
"((X(a)) & ((F((!(a)) | (!(b)))) R (((a) & (X(F(c)))) | ((!(a)) & (X(G(!(c)))))))) | ((X(!(a))) & ((G((a) & (b))) U (((a) & (X(G(!(c))))) | ((!(a)) & (X(F(c)))))))","ltl2tgba-G","ok",0,0.0126374,11,29,69,1,11,3,1,0
"((X(a)) & ((F((!(a)) | (!(b)))) R (((a) & (X(F(c)))) | ((!(a)) & (X(G(!(c)))))))) | ((X(!(a))) & ((G((a) & (b))) U (((a) & (X(G(!(c))))) | ((!(a)) & (X(F(c)))))))","ltl2tgba","ok",0,0.0109032,11,29,69,1,11,3,1,0
"((X(a)) & ((F((!(a)) | (!(b)))) R (((a) & (X(F(c)))) | ((!(a)) & (X(G(!(c)))))))) | ((X(!(a))) & ((G((a) & (b))) U (((a) & (X(G(!(c))))) | ((!(a)) & (X(F(c)))))))","ltl3tela","ok",0,0.0509485,10,29,67,1,10,2,1,0
"(X(a)) M (F(G(b)))","ltl3ba","ok",0,0.00988004,4,6,18,2,4,2,1,0
"(X(a)) M (F(G(b)))","ltl2tgba-G","ok",0,0.00710334,4,7,16,1,4,3,1,0
"(X(a)) M (F(G(b)))","ltl2tgba","ok",0,0.00742941,4,7,16,1,4,3,1,0
"(X(a)) M (F(G(b)))","ltl3tela","ok",0,0.00911527,3,5,12,1,3,0,0,1
"((X(X(F(!(c))))) & (((!(a)) & (X(!(b)))) | ((a) & (X(b))))) | ((((a) & (X(!(b)))) | ((!(a)) & (X(b)))) & (X(X(G(c)))))","ltl3ba","ok",0,0.0106969,8,12,52,1,8,1,1,0
"((X(X(F(!(c))))) & (((!(a)) & (X(!(b)))) | ((a) & (X(b))))) | ((((a) & (X(!(b)))) | ((!(a)) & (X(b)))) & (X(X(G(c)))))","ltl2tgba-G","ok",0,0.00869225,6,10,44,1,6,0,0,0
"((X(X(F(!(c))))) & (((!(a)) & (X(!(b)))) | ((a) & (X(b))))) | ((((a) & (X(!(b)))) | ((!(a)) & (X(b)))) & (X(X(G(c)))))","ltl2tgba","ok",0,0.00803299,6,10,44,1,6,0,0,0
"((X(X(F(!(c))))) & (((!(a)) & (X(!(b)))) | ((a) & (X(b))))) | ((((a) & (X(!(b)))) | ((!(a)) & (X(b)))) & (X(X(G(c)))))","ltl3tela","ok",0,0.0194684,6,10,44,1,6,0,0,0
"((a) & (X(G(b)))) | ((!(a)) & (X(F(!(b)))))","ltl3ba","ok",0,0.0104624,4,6,14,1,4,0,0,0
"((a) & (X(G(b)))) | ((!(a)) & (X(F(!(b)))))","ltl2tgba-G","ok",0,0.00728838,4,6,14,1,4,0,0,0
"((a) & (X(G(b)))) | ((!(a)) & (X(F(!(b)))))","ltl2tgba","ok",0,0.0069085,4,6,14,1,4,0,0,0
"((a) & (X(G(b)))) | ((!(a)) & (X(F(!(b)))))","ltl3tela","ok",0,0.00788664,4,6,14,1,4,0,0,0
"(a) & (G(((F(b)) & (X(F(c)))) | ((X(G(!(c)))) & (G(!(b))))))","ltl3ba","ok",0,0.0103648,4,13,26,2,3,2,1,0
"(a) & (G(((F(b)) & (X(F(c)))) | ((X(G(!(c)))) & (G(!(b))))))","ltl2tgba-G","ok",0,0.0117272,4,13,26,2,3,2,1,0
"(a) & (G(((F(b)) & (X(F(c)))) | ((X(G(!(c)))) & (G(!(b))))))","ltl2tgba","ok",0,0.00859894,4,13,26,2,3,2,1,0
"(a) & (G(((F(b)) & (X(F(c)))) | ((X(G(!(c)))) & (G(!(b))))))","ltl3tela","ok",0,0.0216143,4,13,26,2,3,2,1,0
"(a) | ((X(b)) M ((c) R (d)))","ltl3ba","ok",0,0.0102448,6,13,68,1,6,2,1,0
"(a) | ((X(b)) M ((c) R (d)))","ltl2tgba-G","ok",0,0.00843369,5,13,56,1,4,0,0,0
"(a) | ((X(b)) M ((c) R (d)))","ltl2tgba","ok",0,0.00804683,5,13,56,1,4,0,0,0
"(a) | ((X(b)) M ((c) R (d)))","ltl3tela","ok",0,0.0134131,5,13,56,1,4,0,0,0
"((!(a)) R (b)) M (F(a))","ltl3ba","ok",0,0.00985197,4,8,16,2,4,1,1,0
"((!(a)) R (b)) M (F(a))","ltl2tgba-G","ok",0,0.00663282,4,8,15,1,4,1,1,0
"((!(a)) R (b)) M (F(a))","ltl2tgba","ok",0,0.00768446,4,8,15,1,4,1,1,0
"((!(a)) R (b)) M (F(a))","ltl3tela","ok",0,0.0098388,4,9,16,1,3,0,0,1
"F((F(a)) W (b))","ltl3ba","ok",0,0.0107018,5,14,22,2,4,1,1,1
"F((F(a)) W (b))","ltl2tgba-G","ok",0,0.00690383,5,13,21,1,4,1,1,1
"F((F(a)) W (b))","ltl2tgba","ok",0,0.00757773,5,13,21,1,4,1,1,1
"F((F(a)) W (b))","ltl3tela","ok",0,0.00924397,4,11,17,2,3,1,1,1
"X((a) M (X((b) & (X(c)))))","ltl3ba","ok",0,0.00936677,8,11,40,1,8,0,0,0
"X((a) M (X((b) & (X(c)))))","ltl2tgba-G","ok",0,0.00681487,8,11,40,1,8,0,0,0
"X((a) M (X((b) & (X(c)))))","ltl2tgba","ok",0,0.0077821,8,11,40,1,8,0,0,0
"X((a) M (X((b) & (X(c)))))","ltl3tela","ok",0,0.00963891,8,11,40,1,8,0,0,0
"G(((a) & (G((G((!(b)) & (c))) | ((F(b)) & (F(!(c))))))) | ((!(a)) & (F(((F(b)) & (G(c))) | ((G(!(b))) & (F(!(c))))))))","ltl3ba","ok",0,0.0118013,13,45,51,3,8,7,1,0
"G(((a) & (G((G((!(b)) & (c))) | ((F(b)) & (F(!(c))))))) | ((!(a)) & (F(((F(b)) & (G(c))) | ((G(!(b))) & (F(!(c))))))))","ltl2tgba-G","ok",0,0.0130307,11,41,49,2,6,7,1,0
"G(((a) & (G((G((!(b)) & (c))) | ((F(b)) & (F(!(c))))))) | ((!(a)) & (F(((F(b)) & (G(c))) | ((G(!(b))) & (F(!(c))))))))","ltl2tgba","ok",0,0.0133474,11,41,49,2,6,7,1,0
"G(((a) & (G((G((!(b)) & (c))) | ((F(b)) & (F(!(c))))))) | ((!(a)) & (F(((F(b)) & (G(c))) | ((G(!(b))) & (F(!(c))))))))","ltl3tela","ok",0,0.155152,9,29,37,2,6,3,1,0
"(!(a)) & (F(a))","ltl3ba","ok",0,0.00970683,3,4,5,1,3,0,0,0
"(!(a)) & (F(a))","ltl2tgba-G","ok",0,0.00612661,3,4,5,1,3,0,0,0
"(!(a)) & (F(a))","ltl2tgba","ok",0,0.00593626,3,4,5,1,3,0,0,0
"(!(a)) & (F(a))","ltl3tela","ok",0,0.00504212,3,4,5,1,3,0,0,0
"(((((a) | (F(b))) & ((!(b)) M (!(c)))) | ((!(a)) & ((b) W (c)) & (G(!(b))))) & ((!(c)) | (X((!(c)) M (!(d)))))) | ((c) & ((((a) | (F(b))) & ((b) W (c))) | ((!(a)) & ((!(b)) M (!(c))) & (G(!(b))))) & (X((c) W (d))))","ltl3ba","ok",0,0.0110975,8,20,94,3,8,1,1,0
"(((((a) | (F(b))) & ((!(b)) M (!(c)))) | ((!(a)) & ((b) W (c)) & (G(!(b))))) & ((!(c)) | (X((!(c)) M (!(d)))))) | ((c) & ((((a) | (F(b))) & ((b) W (c))) | ((!(a)) & ((!(b)) M (!(c))) & (G(!(b))))) & (X((c) W (d))))","ltl2tgba-G","ok",0,0.0106856,7,18,90,1,7,0,0,0
"(((((a) | (F(b))) & ((!(b)) M (!(c)))) | ((!(a)) & ((b) W (c)) & (G(!(b))))) & ((!(c)) | (X((!(c)) M (!(d)))))) | ((c) & ((((a) | (F(b))) & ((b) W (c))) | ((!(a)) & ((!(b)) M (!(c))) & (G(!(b))))) & (X((c) W (d))))","ltl2tgba","ok",0,0.010928,7,18,90,1,7,0,0,0
"(((((a) | (F(b))) & ((!(b)) M (!(c)))) | ((!(a)) & ((b) W (c)) & (G(!(b))))) & ((!(c)) | (X((!(c)) M (!(d)))))) | ((c) & ((((a) | (F(b))) & ((b) W (c))) | ((!(a)) & ((!(b)) M (!(c))) & (G(!(b))))) & (X((c) W (d))))","ltl3tela","ok",0,0.0326794,7,18,90,1,7,0,0,0
"(a) & ((b) M (G(((c) & (X(!(d)))) | ((!(c)) & (X(d))))))","ltl3ba","ok",0,0.00921908,5,16,40,1,3,0,0,0
"(a) & ((b) M (G(((c) & (X(!(d)))) | ((!(c)) & (X(d))))))","ltl2tgba-G","ok",0,0.00769306,5,16,40,1,3,0,0,0
"(a) & ((b) M (G(((c) & (X(!(d)))) | ((!(c)) & (X(d))))))","ltl2tgba","ok",0,0.00750175,5,16,40,1,3,0,0,0
"(a) & ((b) M (G(((c) & (X(!(d)))) | ((!(c)) & (X(d))))))","ltl3tela","ok",0,0.0186453,5,16,40,1,3,0,0,0
"(G(a)) M (b)","ltl3ba","ok",0,0.010851,2,3,5,1,2,1,1,0
"(G(a)) M (b)","ltl2tgba-G","ok",0,0.00624511,2,3,5,1,2,1,1,0
"(G(a)) M (b)","ltl2tgba","ok",0,0.00702413,2,3,5,1,2,1,1,0
"(G(a)) M (b)","ltl3tela","ok",0,0.00691685,2,3,5,1,2,1,1,0
"X(F((a) & (G((b) & ((!(b)) | ((b) U (c)))))))","ltl3ba","ok",0,0.0102432,3,6,22,2,3,1,1,0
"X(F((a) & (G((b) & ((!(b)) | ((b) U (c)))))))","ltl2tgba-G","ok",0,0.00816795,3,5,22,1,3,1,1,0
"X(F((a) & (G((b) & ((!(b)) | ((b) U (c)))))))","ltl2tgba","ok",0,0.00899751,3,5,22,1,3,1,1,0
"X(F((a) & (G((b) & ((!(b)) | ((b) U (c)))))))","ltl3tela","ok",0,0.0136171,3,5,22,1,3,1,1,0
"X(G((a) & (X((a) W ((b) | (X(X(G((c) | (F(d)))))))))))","ltl3ba","ok",0,0.00981191,2,2,24,1,2,0,0,0
"X(G((a) & (X((a) W ((b) | (X(X(G((c) | (F(d)))))))))))","ltl2tgba-G","ok",0,0.00841016,2,2,3,1,2,0,0,0
"X(G((a) & (X((a) W ((b) | (X(X(G((c) | (F(d)))))))))))","ltl2tgba","ok",0,0.00779081,2,2,3,1,2,0,0,0
"X(G((a) & (X((a) W ((b) | (X(X(G((c) | (F(d)))))))))))","ltl3tela","ok",0,0.0236363,2,2,3,1,2,0,0,0
"F((a) | ((b) & (c)) | (G(c)) | (G(!(a))))","ltl3ba","ok",0,0.00937801,4,7,28,1,4,1,1,0
"F((a) | ((b) & (c)) | (G(c)) | (G(!(a))))","ltl2tgba-G","ok",0,0.00820219,1,1,1,1,1,0,0,1
"F((a) | ((b) & (c)) | (G(c)) | (G(!(a))))","ltl2tgba","ok",0,0.00725396,1,1,1,1,1,0,0,1
"F((a) | ((b) & (c)) | (G(c)) | (G(!(a))))","ltl3tela","ok",0,0.0100295,1,1,1,0,1,0,0,1
"((a) | (G(b))) & (X(F((c) | (G(d)))))","ltl3ba","ok",0,0.0104855,7,12,78,1,7,2,1,0
"((a) | (G(b))) & (X(F((c) | (G(d)))))","ltl2tgba-G","ok",0,0.0109899,9,18,126,1,9,3,1,0
"((a) | (G(b))) & (X(F((c) | (G(d)))))","ltl2tgba","ok",0,0.0089276,7,12,78,1,7,2,1,0
"((a) | (G(b))) & (X(F((c) | (G(d)))))","ltl3tela","ok",0,0.0148862,5,10,60,1,5,0,0,0
"(a) | (F((b) | (X((b) M (c)))))","ltl3ba","ok",0,0.00983319,4,9,34,2,4,2,1,0
"(a) | (F((b) | (X((b) M (c)))))","ltl2tgba-G","ok",0,0.00706018,3,5,12,1,3,0,0,1
"(a) | (F((b) | (X((b) M (c)))))","ltl2tgba","ok",0,0.00627729,3,5,12,1,3,0,0,1
"(a) | (F((b) | (X((b) M (c)))))","ltl3tela","ok",0,0.00771251,3,5,12,1,3,0,0,1
"F(((a) & (X(((!(b)) | (X(G(!(c))))) U (!(c))))) | ((!(a)) & (X(((b) & (X(F(c)))) R (c)))))","ltl3ba","ok",0,0.010005,6,12,50,3,6,2,1,0
"F(((a) & (X(((!(b)) | (X(G(!(c))))) U (!(c))))) | ((!(a)) & (X(((b) & (X(F(c)))) R (c)))))","ltl2tgba-G","ok",0,0.010812,6,12,49,1,6,2,1,0
"F(((a) & (X(((!(b)) | (X(G(!(c))))) U (!(c))))) | ((!(a)) & (X(((b) & (X(F(c)))) R (c)))))","ltl2tgba","ok",0,0.0100349,6,12,49,1,6,2,1,0
"F(((a) & (X(((!(b)) | (X(G(!(c))))) U (!(c))))) | ((!(a)) & (X(((b) & (X(F(c)))) R (c)))))","ltl3tela","ok",0,0.0236983,6,18,48,2,4,0,0,1
"(X(a)) & ((b) W (c))","ltl3ba","ok",0,0.0106,5,8,27,0,5,0,0,0
"(X(a)) & ((b) W (c))","ltl2tgba-G","ok",0,0.00647938,5,8,27,1,5,0,0,0
"(X(a)) & ((b) W (c))","ltl2tgba","ok",0,0.00654835,5,8,27,1,5,0,0,0
"(X(a)) & ((b) W (c))","ltl3tela","ok",0,0.00857452,5,8,27,0,5,0,0,0
"F(G((F(a)) | ((b) & (((!(a)) & (c)) | (F(a))))))","ltl3ba","ok",0,0.0112596,3,7,32,2,2,1,1,1
"F(G((F(a)) | ((b) & (((!(a)) & (c)) | (F(a))))))","ltl2tgba-G","ok",0,0.00782942,3,6,29,1,2,1,1,1
"F(G((F(a)) | ((b) & (((!(a)) & (c)) | (F(a))))))","ltl2tgba","ok",0,0.00821747,3,6,29,1,2,1,1,1
"F(G((F(a)) | ((b) & (((!(a)) & (c)) | (F(a))))))","ltl3tela","ok",0,0.0118995,2,5,19,2,1,1,1,1
"(((!(a)) & (X(!(b)))) | ((a) & (X(b)))) W (X((c) | (G(F(d)))))","ltl3ba","ok",0,0.0112448,6,14,112,1,5,3,1,0
"(((!(a)) & (X(!(b)))) | ((a) & (X(b)))) W (X((c) | (G(F(d)))))","ltl2tgba-G","ok",0,0.0110669,5,13,80,1,4,0,0,1
"(((!(a)) & (X(!(b)))) | ((a) & (X(b)))) W (X((c) | (G(F(d)))))","ltl2tgba","ok",0,0.00875477,6,14,112,1,5,3,1,0
"(((!(a)) & (X(!(b)))) | ((a) & (X(b)))) W (X((c) | (G(F(d)))))","ltl3tela","ok",0,0.0255963,5,13,80,1,4,0,0,1
"(F(a)) & (((!(b)) & (X(!(c)))) | ((b) & (X(c))))","ltl3ba","ok",0,0.00951588,7,13,40,1,7,0,0,0
"(F(a)) & (((!(b)) & (X(!(c)))) | ((b) & (X(c))))","ltl2tgba-G","ok",0,0.007491,7,13,40,1,7,0,0,0
"(F(a)) & (((!(b)) & (X(!(c)))) | ((b) & (X(c))))","ltl2tgba","ok",0,0.00672286,7,13,40,1,7,0,0,0
"(F(a)) & (((!(b)) & (X(!(c)))) | ((b) & (X(c))))","ltl3tela","ok",0,0.0105757,7,13,40,1,7,0,0,0
"(a) & (((b) & (F(c))) W (G(c)))","ltl3ba","ok",0,0.0111257,3,7,13,1,3,0,0,0
"(a) & (((b) & (F(c))) W (G(c)))","ltl2tgba-G","ok",0,0.00727781,3,6,13,1,3,0,0,0
"(a) & (((b) & (F(c))) W (G(c)))","ltl2tgba","ok",0,0.00716132,3,6,13,1,3,0,0,0
"(a) & (((b) & (F(c))) W (G(c)))","ltl3tela","ok",0,0.0123719,3,6,13,1,3,0,0,0
"(a) R ((F(b)) | ((c) & ((F(d)) R (a))))","ltl3ba","ok",0,0.0104999,6,18,94,2,5,2,1,0
"(a) R ((F(b)) | ((c) & ((F(d)) R (a))))","ltl2tgba-G","ok",0,0.00923176,6,18,94,1,5,2,1,0
"(a) R ((F(b)) | ((c) & ((F(d)) R (a))))","ltl2tgba","ok",0,0.00881202,6,18,94,1,5,2,1,0
"(a) R ((F(b)) | ((c) & ((F(d)) R (a))))","ltl3tela","ok",0,0.0200016,6,18,94,1,5,2,1,0
"G((a) & (F(!(a))))","ltl3ba","ok",0,0.0108108,1,0,0,0,1,0,0,0
"G((a) & (F(!(a))))","ltl2tgba-G","ok",0,0.00636332,1,0,0,0,1,0,0,0
"G((a) & (F(!(a))))","ltl2tgba","ok",0,0.00683681,1,0,0,0,1,0,0,0
"G((a) & (F(!(a))))","ltl3tela","ok",0,0.00456822,1,0,0,0,1,0,0,0
"(a) | (F((b) & (F(c))))","ltl3ba","ok",0,0.0100366,4,9,35,2,4,2,1,1
"(a) | (F((b) & (F(c))))","ltl2tgba-G","ok",0,0.00697812,4,9,32,1,4,0,0,1
"(a) | (F((b) & (F(c))))","ltl2tgba","ok",0,0.0077617,4,9,32,1,4,0,0,1
"(a) | (F((b) & (F(c))))","ltl3tela","ok",0,0.0076733,4,9,32,1,4,0,0,1
"(F(G(a))) | ((F(b)) R (X(c)))","ltl3ba","ok",0,0.0104915,8,16,66,2,8,3,1,0
"(F(G(a))) | ((F(b)) R (X(c)))","ltl2tgba-G","ok",0,0.00898903,6,14,50,1,6,1,1,1
"(F(G(a))) | ((F(b)) R (X(c)))","ltl2tgba","ok",0,0.00942144,7,14,62,1,7,3,1,0
"(F(G(a))) | ((F(b)) R (X(c)))","ltl3tela","ok",0,0.0166668,6,14,50,1,6,1,1,1
"((a) | (!(b))) & ((!(a)) W (b))","ltl3ba","ok",0,0.0101049,3,5,9,0,3,0,0,0
"((a) | (!(b))) & ((!(a)) W (b))","ltl2tgba-G","ok",0,0.00741061,3,5,9,1,3,0,0,0
"((a) | (!(b))) & ((!(a)) W (b))","ltl2tgba","ok",0,0.00608367,3,5,9,1,3,0,0,0
"((a) | (!(b))) & ((!(a)) W (b))","ltl3tela","ok",0,0.00622032,3,5,9,0,3,0,0,0
"((a) | (X(!(b)))) W ((b) | (X((b) M (a))))","ltl3ba","ok",0,0.0097085,4,10,16,1,3,2,1,0
"((a) | (X(!(b)))) W ((b) | (X((b) M (a))))","ltl2tgba-G","ok",0,0.00777847,3,7,11,1,2,0,0,0
"((a) | (X(!(b)))) W ((b) | (X((b) M (a))))","ltl2tgba","ok",0,0.00845276,3,7,11,1,2,0,0,0
"((a) | (X(!(b)))) W ((b) | (X((b) M (a))))","ltl3tela","ok",0,0.0101669,3,7,11,0,2,0,0,0
"G((a) & (X((a) W (X(G(b))))))","ltl3ba","ok",0,0.010506,1,1,2,0,1,0,0,0
"G((a) & (X((a) W (X(G(b))))))","ltl2tgba-G","ok",0,0.00658261,1,1,1,1,1,0,0,0
"G((a) & (X((a) W (X(G(b))))))","ltl2tgba","ok",0,0.00646094,1,1,1,1,1,0,0,0
"G((a) & (X((a) W (X(G(b))))))","ltl3tela","ok",0,0.00745493,1,1,1,0,1,0,0,0
"X((G(F(a))) R (b))","ltl3ba","ok",0,0.00988283,4,6,14,1,4,1,1,0
"X((G(F(a))) R (b))","ltl2tgba-G","ok",0,0.00753638,3,5,12,1,3,1,1,0
"X((G(F(a))) R (b))","ltl2tgba","ok",0,0.00702791,3,5,12,1,3,1,1,0
"X((G(F(a))) R (b))","ltl3tela","ok",0,0.0104475,3,5,12,1,3,1,1,0
"(G(a)) & ((((b) U (G(a))) & ((((c) & (X(d))) | ((!(c)) & (X(!(d))))) R (F(!(c))))) | (((!(b)) R (F(!(a)))) & ((((c) & (X(!(d)))) | ((!(c)) & (X(d)))) U (G(c)))))","ltl3ba","ok",0,0.0113419,5,10,40,3,5,1,1,0
"(G(a)) & ((((b) U (G(a))) & ((((c) & (X(d))) | ((!(c)) & (X(!(d))))) R (F(!(c))))) | (((!(b)) R (F(!(a)))) & ((((c) & (X(!(d)))) | ((!(c)) & (X(d)))) U (G(c)))))","ltl2tgba-G","ok",0,0.0134754,5,10,18,1,5,1,1,0
"(G(a)) & ((((b) U (G(a))) & ((((c) & (X(d))) | ((!(c)) & (X(!(d))))) R (F(!(c))))) | (((!(b)) R (F(!(a)))) & ((((c) & (X(!(d)))) | ((!(c)) & (X(d)))) U (G(c)))))","ltl2tgba","ok",0,0.0130563,5,10,18,1,5,1,1,0
"(G(a)) & ((((b) U (G(a))) & ((((c) & (X(d))) | ((!(c)) & (X(!(d))))) R (F(!(c))))) | (((!(b)) R (F(!(a)))) & ((((c) & (X(!(d)))) | ((!(c)) & (X(d)))) U (G(c)))))","ltl3tela","ok",0,0.137383,5,10,18,1,5,1,1,0
"((a) M ((b) R (X(a)))) M (X(X(c)))","ltl3ba","ok",0,0.00972475,13,26,76,2,13,3,1,0
"((a) M ((b) R (X(a)))) M (X(X(c)))","ltl2tgba-G","ok",0,0.00988544,13,23,76,1,13,3,1,0
"((a) M ((b) R (X(a)))) M (X(X(c)))","ltl2tgba","ok",0,0.00929921,13,23,76,1,13,3,1,0
"((a) M ((b) R (X(a)))) M (X(X(c)))","ltl3tela","ok",0,0.0567818,13,23,76,1,13,3,1,0
"G(F((((a) | (!(b))) M (b)) & ((c) | (X((c) R (d))))))","ltl3ba","ok",0,0.0103158,4,21,48,2,1,3,1,0
"G(F((((a) | (!(b))) M (b)) & ((c) | (X((c) R (d))))))","ltl2tgba-G","ok",0,0.0103031,4,21,48,2,1,3,1,0
"G(F((((a) | (!(b))) M (b)) & ((c) | (X((c) R (d))))))","ltl2tgba","ok",0,0.00936562,4,21,48,2,1,3,1,0
"G(F((((a) | (!(b))) M (b)) & ((c) | (X((c) R (d))))))","ltl3tela","ok",0,0.0270069,4,21,48,2,1,3,1,0
"(((a) & (G(!(b)))) | ((!(a)) & (F(b)))) & (F((c) R (!(b))))","ltl3ba","ok",0,0.010991,10,27,66,2,10,4,1,0
"(((a) & (G(!(b)))) | ((!(a)) & (F(b)))) & (F((c) R (!(b))))","ltl2tgba-G","ok",0,0.00858612,7,16,48,1,7,1,1,0
"(((a) & (G(!(b)))) | ((!(a)) & (F(b)))) & (F((c) R (!(b))))","ltl2tgba","ok",0,0.0089972,7,16,48,1,7,1,1,0
"(((a) & (G(!(b)))) | ((!(a)) & (F(b)))) & (F((c) R (!(b))))","ltl3tela","ok",0,0.0130548,6,14,42,1,6,0,0,0
"(X(a)) & ((b) R (c))","ltl3ba","ok",0,0.00961947,5,8,22,0,5,0,0,0
"(X(a)) & ((b) R (c))","ltl2tgba-G","ok",0,0.00653246,5,8,22,1,5,0,0,0
"(X(a)) & ((b) R (c))","ltl2tgba","ok",0,0.00703281,5,8,22,1,5,0,0,0
"(X(a)) & ((b) R (c))","ltl3tela","ok",0,0.00714663,5,8,22,0,5,0,0,0
"((G(b)) | (G(a))) M (X(a))","ltl3ba","ok",0,0.00986044,5,9,18,1,5,2,1,0
"((G(b)) | (G(a))) M (X(a))","ltl2tgba-G","ok",0,0.00798216,5,10,13,1,3,0,0,0
"((G(b)) | (G(a))) M (X(a))","ltl2tgba","ok",0,0.00806671,5,10,13,1,3,0,0,0
"((G(b)) | (G(a))) M (X(a))","ltl3tela","ok",0,0.0179358,4,7,14,2,4,2,1,0
"(F(G(a))) | ((G(a)) R (b))","ltl3ba","ok",0,0.00994062,4,8,18,1,4,3,1,0
"(F(G(a))) | ((G(a)) R (b))","ltl2tgba-G","ok",0,0.00704043,3,7,13,1,3,1,1,1
"(F(G(a))) | ((G(a)) R (b))","ltl2tgba","ok",0,0.00783876,4,8,19,1,4,3,1,0
"(F(G(a))) | ((G(a)) R (b))","ltl3tela","ok",0,0.00988266,2,4,8,1,2,0,0,1
"X(F((a) R (b)))","ltl3ba","ok",0,0.0103988,4,7,15,1,4,1,1,0
"X(F((a) R (b)))","ltl2tgba-G","ok",0,0.00713506,4,7,15,1,4,1,1,0
"X(F((a) R (b)))","ltl2tgba","ok",0,0.00683328,4,7,15,1,4,1,1,0
"X(F((a) R (b)))","ltl3tela","ok",0,0.00638545,3,5,12,1,3,0,0,1
"F(((F(!(b))) & (F(a))) | (G((!(a)) & (b))))","ltl3ba","ok",0,0.0101293,6,16,25,3,6,1,1,0
"F(((F(!(b))) & (F(a))) | (G((!(a)) & (b))))","ltl2tgba-G","ok",0,0.00962691,4,11,16,1,4,0,0,1
"F(((F(!(b))) & (F(a))) | (G((!(a)) & (b))))","ltl2tgba","ok",0,0.00799582,5,11,16,1,5,1,1,0
"F(((F(!(b))) & (F(a))) | (G((!(a)) & (b))))","ltl3tela","ok",0,0.0132075,4,11,16,1,4,0,0,1
"(G(a)) | (G(F(b)))","ltl3ba","ok",0,0.00941188,3,5,12,1,3,1,1,0
"(G(a)) | (G(F(b)))","ltl2tgba-G","ok",0,0.00652422,2,4,8,1,2,0,0,1
"(G(a)) | (G(F(b)))","ltl2tgba","ok",0,0.00678381,3,5,12,1,3,1,1,0
"(G(a)) | (G(F(b)))","ltl3tela","ok",0,0.00735894,2,4,8,1,2,0,0,1
"((F(a)) W (b)) R ((c) M (a))","ltl3ba","ok",0,0.0103162,7,22,46,2,6,1,1,0
"((F(a)) W (b)) R ((c) M (a))","ltl2tgba-G","ok",0,0.00808243,6,16,40,1,5,0,0,0
"((F(a)) W (b)) R ((c) M (a))","ltl2tgba","ok",0,0.00776798,6,16,40,1,5,0,0,0
"((F(a)) W (b)) R ((c) M (a))","ltl3tela","ok",0,0.0158203,6,16,40,1,5,0,0,0
"((a) | (b)) M (X((b) | (c)))","ltl3ba","ok",0,0.0100298,4,6,28,1,4,0,0,0
"((a) | (b)) M (X((b) | (c)))","ltl2tgba-G","ok",0,0.00659482,4,6,28,1,4,0,0,0
"((a) | (b)) M (X((b) | (c)))","ltl2tgba","ok",0,0.00665435,4,6,28,1,4,0,0,0
"((a) | (b)) M (X((b) | (c)))","ltl3tela","ok",0,0.00860165,4,6,28,1,4,0,0,0
"(((!(a)) | (G(b))) & (X((!(b)) & ((!(a)) R (X(F(!(c)))))))) | ((a) & (F(!(b))) & (X((b) | ((a) U (X(G(c)))))))","ltl3ba","ok",0,0.0109248,10,23,80,3,10,3,1,0
"(((!(a)) | (G(b))) & (X((!(b)) & ((!(a)) R (X(F(!(c)))))))) | ((a) & (F(!(b))) & (X((b) | ((a) U (X(G(c)))))))","ltl2tgba-G","ok",0,0.0118418,10,22,76,1,10,3,1,0
"(((!(a)) | (G(b))) & (X((!(b)) & ((!(a)) R (X(F(!(c)))))))) | ((a) & (F(!(b))) & (X((b) | ((a) U (X(G(c)))))))","ltl2tgba","ok",0,0.0095861,10,22,76,1,10,3,1,0
"(((!(a)) | (G(b))) & (X((!(b)) & ((!(a)) R (X(F(!(c)))))))) | ((a) & (F(!(b))) & (X((b) | ((a) U (X(G(c)))))))","ltl3tela","ok",0,0.0320811,10,22,76,1,10,3,1,0
"(a) W (F(b))","ltl3ba","ok",0,0.0106388,3,6,13,1,3,1,1,1
"(a) W (F(b))","ltl2tgba-G","ok",0,0.00679589,3,6,12,1,3,0,0,1
"(a) W (F(b))","ltl2tgba","ok",0,0.00737703,3,6,12,1,3,0,0,1
"(a) W (F(b))","ltl3tela","ok",0,0.00597431,3,6,12,1,3,0,0,1
"(a) | ((b) & (G(c)) & (F(d)))","ltl3ba","ok",0,0.00958243,4,7,42,1,4,0,0,0
